Log file created successfully
Choose Pixel Format Successful!!..	{Index = 10}
SetPixelFormat Successful!
ELAPSED: 16.050001
ELAPSED: 16.050001
ELAPSED: 16.170000
ELAPSED: 16.170000
ELAPSED: 16.289999
ELAPSED: 16.289999
ELAPSED: 16.410000
ELAPSED: 16.439999
ELAPSED: 16.530001
ELAPSED: 16.559999
ELAPSED: 16.650000
ELAPSED: 16.680000
ELAPSED: 16.799999
ELAPSED: 16.799999
ELAPSED: 16.920000
ELAPSED: 16.920000
ELAPSED: 17.040001
ELAPSED: 17.040001
ELAPSED: 17.160000
ELAPSED: 17.190001
ELAPSED: 17.279999
ELAPSED: 17.310001
ELAPSED: 17.400000
ELAPSED: 17.429998
ELAPSED: 17.549999
ELAPSED: 17.549999
ELAPSED: 17.670000
ELAPSED: 17.670000
ELAPSED: 17.789999
ELAPSED: 17.789999
ELAPSED: 17.910000
ELAPSED: 17.910000
ELAPSED: 18.030001
ELAPSED: 18.059999
ELAPSED: 18.150002
ELAPSED: 18.180000
ELAPSED: 18.300001
ELAPSED: 18.300001
ELAPSED: 18.420000
ELAPSED: 18.420000
ELAPSED: 18.539999
ELAPSED: 18.539999
ELAPSED: 18.660000
ELAPSED: 18.660000
ELAPSED: 18.779999
ELAPSED: 18.809999
ELAPSED: 18.900000
ELAPSED: 18.930000
ELAPSED: 19.049999
ELAPSED: 19.049999
ELAPSED: 19.170000
ELAPSED: 19.170000
ELAPSED: 19.290001
ELAPSED: 19.290001
ELAPSED: 19.410000
ELAPSED: 19.410000
ELAPSED: 19.530001
ELAPSED: 19.559999
ELAPSED: 19.650000
ELAPSED: 19.680000
ELAPSED: 19.800001
ELAPSED: 19.800001
ELAPSED: 19.920000
ELAPSED: 19.920000
ELAPSED: 20.039999
ELAPSED: 20.039999
ELAPSED: 20.160000
ELAPSED: 20.160000
ELAPSED: 20.280001
ELAPSED: 20.309999
ELAPSED: 20.400000
ELAPSED: 20.430000
ELAPSED: 20.549999
ELAPSED: 20.549999
ELAPSED: 20.670000
ELAPSED: 20.670000
ELAPSED: 20.790001
ELAPSED: 20.790001
ELAPSED: 20.910000
ELAPSED: 20.940001
ELAPSED: 21.029999
ELAPSED: 21.060001
ELAPSED: 21.150000
ELAPSED: 21.179998
ELAPSED: 21.299999
ELAPSED: 21.299999
ELAPSED: 21.420000
ELAPSED: 21.420000
ELAPSED: 21.539999
ELAPSED: 21.539999
ELAPSED: 21.660000
ELAPSED: 21.660000
ELAPSED: 21.780001
ELAPSED: 21.809999
ELAPSED: 21.900002
ELAPSED: 21.930000
ELAPSED: 22.050001
ELAPSED: 22.050001
ELAPSED: 22.170000
ELAPSED: 22.170000
ELAPSED: 22.289999
ELAPSED: 22.289999
ELAPSED: 22.410000
ELAPSED: 22.410000
ELAPSED: 22.529999
ELAPSED: 22.559999
ELAPSED: 22.650000
ELAPSED: 22.680000
ELAPSED: 22.799999
ELAPSED: 22.799999
ELAPSED: 22.920000
ELAPSED: 22.920000
ELAPSED: 23.040001
ELAPSED: 23.040001
ELAPSED: 23.160000
ELAPSED: 23.160000
ELAPSED: 23.280001
ELAPSED: 23.309999
ELAPSED: 23.400000
ELAPSED: 23.430000
ELAPSED: 23.550001
ELAPSED: 23.550001
ELAPSED: 23.670000
ELAPSED: 23.670000
ELAPSED: 23.789999
ELAPSED: 23.789999
ELAPSED: 23.910000
ELAPSED: 23.910000
ELAPSED: 24.030001
ELAPSED: 24.059999
ELAPSED: 24.150000
ELAPSED: 24.180000
ELAPSED: 24.299999
ELAPSED: 24.299999
ELAPSED: 24.420000
ELAPSED: 24.420000
ELAPSED: 24.540001
ELAPSED: 24.570000
ELAPSED: 24.660000
ELAPSED: 24.690001
ELAPSED: 24.779999
ELAPSED: 24.810001
ELAPSED: 24.900000
ELAPSED: 24.929998
ELAPSED: 25.049999
ELAPSED: 25.049999
ELAPSED: 25.170000
ELAPSED: 25.170000
ELAPSED: 25.289999
ELAPSED: 25.289999
ELAPSED: 25.410000
ELAPSED: 25.410000
ELAPSED: 25.530001
ELAPSED: 25.559999
ELAPSED: 25.650002
ELAPSED: 25.680000
ELAPSED: 25.800001
ELAPSED: 25.800001
ELAPSED: 25.920000
ELAPSED: 25.920000
ELAPSED: 26.039999
ELAPSED: 26.039999
ELAPSED: 26.160000
ELAPSED: 26.160000
ELAPSED: 26.279999
ELAPSED: 26.309999
ELAPSED: 26.400000
ELAPSED: 26.430000
ELAPSED: 26.549999
ELAPSED: 26.549999
ELAPSED: 26.670000
ELAPSED: 26.670000
ELAPSED: 26.790001
ELAPSED: 26.820000
ELAPSED: 26.910000
ELAPSED: 26.940001
ELAPSED: 27.030001
ELAPSED: 27.059999
ELAPSED: 27.150000
ELAPSED: 27.180000
ELAPSED: 27.300001
ELAPSED: 27.300001
ELAPSED: 27.420000
ELAPSED: 27.420000
ELAPSED: 27.539999
ELAPSED: 27.539999
ELAPSED: 27.660000
ELAPSED: 27.660000
ELAPSED: 27.780001
ELAPSED: 27.809999
ELAPSED: 27.900000
ELAPSED: 27.930000
ELAPSED: 28.049999
ELAPSED: 28.049999
ELAPSED: 28.170000
ELAPSED: 28.170000
ELAPSED: 28.290001
ELAPSED: 28.290001
ELAPSED: 28.410000
ELAPSED: 28.410000
ELAPSED: 28.529999
ELAPSED: 28.560001
ELAPSED: 28.650000
ELAPSED: 28.679998
ELAPSED: 28.799999
ELAPSED: 28.799999
ELAPSED: 28.920000
ELAPSED: 28.949999
ELAPSED: 29.039999
ELAPSED: 29.039999
ELAPSED: 29.160000
ELAPSED: 29.190001
ELAPSED: 29.280001
ELAPSED: 29.309999
ELAPSED: 29.400002
ELAPSED: 29.430000
ELAPSED: 29.550001
ELAPSED: 29.550001
ELAPSED: 29.670000
ELAPSED: 29.670000
ELAPSED: 29.789999
ELAPSED: 29.789999
ELAPSED: 29.910000
ELAPSED: 29.910000
ELAPSED: 30.030001
ELAPSED: 30.059999
ELAPSED: 30.150000
ELAPSED: 30.180000
ELAPSED: 30.299999
ELAPSED: 30.299999
ELAPSED: 30.420002
ELAPSED: 30.420002
ELAPSED: 30.540001
ELAPSED: 30.540001
ELAPSED: 30.659998
ELAPSED: 30.690001
ELAPSED: 30.780001
ELAPSED: 30.809998
ELAPSED: 30.900000
ELAPSED: 30.930000
ELAPSED: 31.049999
ELAPSED: 31.049999
ELAPSED: 31.170002
ELAPSED: 31.170002
ELAPSED: 31.289999
ELAPSED: 31.289999
ELAPSED: 31.410002
ELAPSED: 31.410002
ELAPSED: 31.530001
ELAPSED: 31.560001
ELAPSED: 31.649998
ELAPSED: 31.680000
ELAPSED: 31.799999
ELAPSED: 31.799999
ELAPSED: 31.920000
ELAPSED: 31.920000
ELAPSED: 32.039997
ELAPSED: 32.039997
ELAPSED: 32.160000
ELAPSED: 32.160000
ELAPSED: 32.279999
ELAPSED: 32.310001
ELAPSED: 32.400002
ELAPSED: 32.430000
ELAPSED: 32.550003
ELAPSED: 32.550003
ELAPSED: 32.669998
ELAPSED: 32.669998
ELAPSED: 32.790001
ELAPSED: 32.790001
ELAPSED: 32.910000
ELAPSED: 32.910000
ELAPSED: 33.029999
ELAPSED: 33.060001
ELAPSED: 33.150002
ELAPSED: 33.180000
ELAPSED: 33.299999
ELAPSED: 33.299999
ELAPSED: 33.419998
ELAPSED: 33.419998
ELAPSED: 33.540001
ELAPSED: 33.540001
ELAPSED: 33.660000
ELAPSED: 33.660000
ELAPSED: 33.780003
ELAPSED: 33.809998
ELAPSED: 33.900002
ELAPSED: 33.930000
ELAPSED: 34.049999
ELAPSED: 34.049999
ELAPSED: 34.170002
ELAPSED: 34.170002
ELAPSED: 34.290001
ELAPSED: 34.290001
ELAPSED: 34.410000
ELAPSED: 34.410000
ELAPSED: 34.529999
ELAPSED: 34.559998
ELAPSED: 34.649998
ELAPSED: 34.680000
ELAPSED: 34.799999
ELAPSED: 34.799999
ELAPSED: 34.920002
ELAPSED: 34.920002
ELAPSED: 35.040001
ELAPSED: 35.040001
ELAPSED: 35.160000
ELAPSED: 35.189999
ELAPSED: 35.279999
ELAPSED: 35.310001
ELAPSED: 35.399998
ELAPSED: 35.430000
ELAPSED: 35.549999
ELAPSED: 35.549999
ELAPSED: 35.670002
ELAPSED: 35.670002
ELAPSED: 35.789997
ELAPSED: 35.789997
ELAPSED: 35.910000
ELAPSED: 35.910000
ELAPSED: 36.029999
ELAPSED: 36.060001
ELAPSED: 36.150002
ELAPSED: 36.180000
ELAPSED: 36.300003
ELAPSED: 36.300003
ELAPSED: 36.419998
ELAPSED: 36.419998
ELAPSED: 36.540001
ELAPSED: 36.540001
ELAPSED: 36.660000
ELAPSED: 36.660000
ELAPSED: 36.779999
ELAPSED: 36.810001
ELAPSED: 36.900002
ELAPSED: 36.930000
ELAPSED: 37.049999
ELAPSED: 37.049999
ELAPSED: 37.169998
ELAPSED: 37.169998
ELAPSED: 37.349998
ELAPSED: 37.349998
ELAPSED: 37.410000
ELAPSED: 37.410000
ELAPSED: 37.530003
ELAPSED: 37.559998
ELAPSED: 37.650002
ELAPSED: 37.680000
ELAPSED: 37.799999
ELAPSED: 37.799999
ELAPSED: 37.920002
ELAPSED: 37.920002
ELAPSED: 38.040001
ELAPSED: 38.040001
ELAPSED: 38.160000
ELAPSED: 38.160000
ELAPSED: 38.279999
ELAPSED: 38.309998
ELAPSED: 38.399998
ELAPSED: 38.430000
ELAPSED: 38.549999
ELAPSED: 38.549999
ELAPSED: 38.670002
ELAPSED: 38.670002
ELAPSED: 38.790001
ELAPSED: 38.790001
ELAPSED: 38.910000
ELAPSED: 38.910000
ELAPSED: 39.029999
ELAPSED: 39.060001
ELAPSED: 39.149998
ELAPSED: 39.180000
ELAPSED: 39.299999
ELAPSED: 39.299999
ELAPSED: 39.420002
ELAPSED: 39.420002
ELAPSED: 39.539997
ELAPSED: 39.539997
ELAPSED: 39.660000
ELAPSED: 39.660000
ELAPSED: 39.779999
ELAPSED: 39.810001
ELAPSED: 39.900002
ELAPSED: 39.930000
ELAPSED: 40.050003
ELAPSED: 40.050003
ELAPSED: 40.169998
ELAPSED: 40.169998
ELAPSED: 40.290001
ELAPSED: 40.290001
ELAPSED: 40.410000
ELAPSED: 40.410000
ELAPSED: 40.529999
ELAPSED: 40.560001
ELAPSED: 40.650002
ELAPSED: 40.680000
ELAPSED: 40.799999
ELAPSED: 40.799999
ELAPSED: 40.919998
ELAPSED: 40.919998
ELAPSED: 41.040001
ELAPSED: 41.040001
ELAPSED: 41.160000
ELAPSED: 41.160000
ELAPSED: 41.280003
ELAPSED: 41.309998
ELAPSED: 41.400002
ELAPSED: 41.430000
ELAPSED: 41.549999
ELAPSED: 41.549999
ELAPSED: 41.670002
ELAPSED: 41.670002
ELAPSED: 41.790001
ELAPSED: 41.790001
ELAPSED: 41.910000
ELAPSED: 41.910000
ELAPSED: 42.029999
ELAPSED: 42.059998
ELAPSED: 42.149998
ELAPSED: 42.180000
ELAPSED: 42.299999
ELAPSED: 42.299999
ELAPSED: 42.420002
ELAPSED: 42.420002
ELAPSED: 42.540001
ELAPSED: 42.540001
ELAPSED: 42.660000
ELAPSED: 42.660000
ELAPSED: 42.779999
ELAPSED: 42.810001
ELAPSED: 42.899998
ELAPSED: 42.930000
ELAPSED: 43.049999
ELAPSED: 43.049999
ELAPSED: 43.170002
ELAPSED: 43.170002
ELAPSED: 43.289997
ELAPSED: 43.289997
ELAPSED: 43.410000
ELAPSED: 43.410000
ELAPSED: 43.529999
ELAPSED: 43.560001
ELAPSED: 43.650002
ELAPSED: 43.680000
ELAPSED: 43.800003
ELAPSED: 43.800003
ELAPSED: 43.919998
ELAPSED: 43.919998
ELAPSED: 44.040001
ELAPSED: 44.040001
ELAPSED: 44.160000
ELAPSED: 44.160000
ELAPSED: 44.279999
ELAPSED: 44.310001
ELAPSED: 44.400002
ELAPSED: 44.430000
ELAPSED: 44.549999
ELAPSED: 44.549999
ELAPSED: 44.669998
ELAPSED: 44.669998
ELAPSED: 44.790001
ELAPSED: 44.790001
ELAPSED: 44.910000
ELAPSED: 44.910000
ELAPSED: 45.030003
ELAPSED: 45.059998
ELAPSED: 45.150002
ELAPSED: 45.180000
ELAPSED: 45.269997
ELAPSED: 45.299999
ELAPSED: 45.420002
ELAPSED: 45.420002
ELAPSED: 45.540001
ELAPSED: 45.540001
ELAPSED: 45.660000
ELAPSED: 45.660000
ELAPSED: 45.779999
ELAPSED: 45.809998
ELAPSED: 45.899998
ELAPSED: 45.930000
ELAPSED: 46.049999
ELAPSED: 46.049999
ELAPSED: 46.170002
ELAPSED: 46.170002
ELAPSED: 46.290001
ELAPSED: 46.290001
ELAPSED: 46.410000
ELAPSED: 46.410000
ELAPSED: 46.529999
ELAPSED: 46.560001
ELAPSED: 46.649998
ELAPSED: 46.680000
ELAPSED: 46.799999
ELAPSED: 46.799999
ELAPSED: 46.920002
ELAPSED: 46.920002
ELAPSED: 47.039997
ELAPSED: 47.039997
ELAPSED: 47.160000
ELAPSED: 47.160000
ELAPSED: 47.279999
ELAPSED: 47.310001
ELAPSED: 47.400002
ELAPSED: 47.430000
ELAPSED: 47.520000
ELAPSED: 47.550003
ELAPSED: 47.669998
ELAPSED: 47.669998
ELAPSED: 47.790001
ELAPSED: 47.790001
ELAPSED: 47.910000
ELAPSED: 47.910000
ELAPSED: 48.029999
ELAPSED: 48.060001
ELAPSED: 48.150002
ELAPSED: 48.180000
ELAPSED: 48.299999
ELAPSED: 48.299999
ELAPSED: 48.419998
ELAPSED: 48.419998
ELAPSED: 48.540001
ELAPSED: 48.540001
ELAPSED: 48.660000
ELAPSED: 48.660000
ELAPSED: 48.780003
ELAPSED: 48.809998
ELAPSED: 48.900002
ELAPSED: 48.930000
ELAPSED: 49.019997
ELAPSED: 49.049999
ELAPSED: 49.170002
ELAPSED: 49.170002
ELAPSED: 49.290001
ELAPSED: 49.290001
ELAPSED: 49.410000
ELAPSED: 49.410000
ELAPSED: 49.529999
ELAPSED: 49.559998
ELAPSED: 49.649998
ELAPSED: 49.680000
ELAPSED: 49.770000
ELAPSED: 49.799999
ELAPSED: 49.920002
ELAPSED: 49.920002
ELAPSED: 50.040001
ELAPSED: 50.040001
ELAPSED: 50.160000
ELAPSED: 50.160000
ELAPSED: 50.279999
ELAPSED: 50.310001
ELAPSED: 50.399998
ELAPSED: 50.430000
ELAPSED: 50.520000
ELAPSED: 50.549999
ELAPSED: 50.670002
ELAPSED: 50.670002
ELAPSED: 50.789997
ELAPSED: 50.789997
ELAPSED: 50.910000
ELAPSED: 50.910000
ELAPSED: 51.029999
ELAPSED: 51.060001
ELAPSED: 51.150002
ELAPSED: 51.180000
ELAPSED: 51.300003
ELAPSED: 51.300003
ELAPSED: 51.419998
ELAPSED: 51.419998
ELAPSED: 51.540001
ELAPSED: 51.540001
ELAPSED: 51.660000
ELAPSED: 51.660000
ELAPSED: 51.779999
ELAPSED: 51.810001
ELAPSED: 51.900002
ELAPSED: 51.930000
ELAPSED: 52.020000
ELAPSED: 52.049999
ELAPSED: 52.169998
ELAPSED: 52.169998
ELAPSED: 52.290001
ELAPSED: 52.290001
ELAPSED: 52.410000
ELAPSED: 52.410000
ELAPSED: 52.530003
ELAPSED: 52.559998
ELAPSED: 52.650002
ELAPSED: 52.680000
ELAPSED: 52.769997
ELAPSED: 52.799999
ELAPSED: 52.920002
ELAPSED: 52.920002
ELAPSED: 53.040001
ELAPSED: 53.040001
ELAPSED: 53.160000
ELAPSED: 53.160000
ELAPSED: 53.279999
ELAPSED: 53.279999
ELAPSED: 53.399998
ELAPSED: 53.430000
ELAPSED: 53.520000
ELAPSED: 53.549999
ELAPSED: 53.670002
ELAPSED: 53.670002
ELAPSED: 53.790001
ELAPSED: 53.790001
ELAPSED: 53.910000
ELAPSED: 53.910000
ELAPSED: 54.029999
ELAPSED: 54.029999
ELAPSED: 54.149998
ELAPSED: 54.180000
ELAPSED: 54.270000
ELAPSED: 54.299999
ELAPSED: 54.420002
ELAPSED: 54.420002
ELAPSED: 54.539997
ELAPSED: 54.539997
ELAPSED: 54.660000
ELAPSED: 54.660000
ELAPSED: 54.779999
ELAPSED: 54.779999
ELAPSED: 54.900002
ELAPSED: 54.930000
ELAPSED: 55.050003
ELAPSED: 55.050003
ELAPSED: 55.169998
ELAPSED: 55.169998
ELAPSED: 55.290001
ELAPSED: 55.290001
ELAPSED: 55.410000
ELAPSED: 55.410000
ELAPSED: 55.529999
ELAPSED: 55.529999
ELAPSED: 55.650002
ELAPSED: 55.680000
ELAPSED: 55.770000
ELAPSED: 55.799999
ELAPSED: 55.919998
ELAPSED: 55.919998
ELAPSED: 56.040001
ELAPSED: 56.040001
ELAPSED: 56.160000
ELAPSED: 56.160000
ELAPSED: 56.280003
ELAPSED: 56.309998
ELAPSED: 56.400002
ELAPSED: 56.430000
ELAPSED: 56.519997
ELAPSED: 56.549999
ELAPSED: 56.670002
ELAPSED: 56.670002
ELAPSED: 56.790001
ELAPSED: 56.790001
ELAPSED: 56.910000
ELAPSED: 56.910000
ELAPSED: 57.029999
ELAPSED: 57.059998
ELAPSED: 57.149998
ELAPSED: 57.180000
ELAPSED: 57.270000
ELAPSED: 57.299999
ELAPSED: 57.420002
ELAPSED: 57.420002
ELAPSED: 57.540001
ELAPSED: 57.540001
ELAPSED: 57.660000
ELAPSED: 57.660000
ELAPSED: 57.779999
ELAPSED: 57.810001
ELAPSED: 57.899998
ELAPSED: 57.930000
ELAPSED: 58.020000
ELAPSED: 58.049999
ELAPSED: 58.170002
ELAPSED: 58.170002
ELAPSED: 58.289997
ELAPSED: 58.289997
ELAPSED: 58.410000
ELAPSED: 58.410000
ELAPSED: 58.529999
ELAPSED: 58.560001
ELAPSED: 58.650002
ELAPSED: 58.680000
ELAPSED: 58.770000
ELAPSED: 58.800003
ELAPSED: 58.919998
ELAPSED: 58.919998
ELAPSED: 59.040001
ELAPSED: 59.040001
ELAPSED: 59.160000
ELAPSED: 59.160000
ELAPSED: 59.279999
ELAPSED: 59.310001
ELAPSED: 59.400002
ELAPSED: 59.430000
ELAPSED: 59.549999
ELAPSED: 59.549999
ELAPSED: 59.669998
ELAPSED: 59.669998
ELAPSED: 59.790001
ELAPSED: 59.790001
ELAPSED: 59.910000
ELAPSED: 59.910000
ELAPSED: 60.029999
ELAPSED: 60.060001
ELAPSED: 60.150002
ELAPSED: 60.180000
ELAPSED: 60.270000
ELAPSED: 60.299999
ELAPSED: 60.419998
ELAPSED: 60.419998
ELAPSED: 60.539997
ELAPSED: 60.539997
ELAPSED: 60.660004
ELAPSED: 60.660004
ELAPSED: 60.779999
ELAPSED: 60.779999
ELAPSED: 60.899998
ELAPSED: 60.929996
ELAPSED: 61.019997
ELAPSED: 61.050003
ELAPSED: 61.170002
ELAPSED: 61.170002
ELAPSED: 61.290001
ELAPSED: 61.290001
ELAPSED: 61.409996
ELAPSED: 61.409996
ELAPSED: 61.530003
ELAPSED: 61.530003
ELAPSED: 61.650002
ELAPSED: 61.680000
ELAPSED: 61.770000
ELAPSED: 61.799999
ELAPSED: 61.919998
ELAPSED: 61.919998
ELAPSED: 62.040001
ELAPSED: 62.040001
ELAPSED: 62.160000
ELAPSED: 62.160000
ELAPSED: 62.279999
ELAPSED: 62.279999
ELAPSED: 62.399998
ELAPSED: 62.430004
ELAPSED: 62.520004
ELAPSED: 62.550003
ELAPSED: 62.669998
ELAPSED: 62.669998
ELAPSED: 62.789997
ELAPSED: 62.789997
ELAPSED: 62.909996
ELAPSED: 62.940002
ELAPSED: 63.030003
ELAPSED: 63.060001
ELAPSED: 63.150002
ELAPSED: 63.180000
ELAPSED: 63.270000
ELAPSED: 63.299995
ELAPSED: 63.420002
ELAPSED: 63.420002
ELAPSED: 63.540001
ELAPSED: 63.540001
ELAPSED: 63.660000
ELAPSED: 63.660000
ELAPSED: 63.779999
ELAPSED: 63.810001
ELAPSED: 63.900002
ELAPSED: 63.930000
ELAPSED: 64.020004
ELAPSED: 64.050003
ELAPSED: 64.169998
ELAPSED: 64.169998
ELAPSED: 64.289993
ELAPSED: 64.289993
ELAPSED: 64.410004
ELAPSED: 64.410004
ELAPSED: 64.529999
ELAPSED: 64.529999
ELAPSED: 64.650002
ELAPSED: 64.680000
ELAPSED: 64.769997
ELAPSED: 64.800003
ELAPSED: 64.919998
ELAPSED: 64.919998
ELAPSED: 65.040001
ELAPSED: 65.040001
ELAPSED: 65.159996
ELAPSED: 65.159996
ELAPSED: 65.280006
ELAPSED: 65.309998
ELAPSED: 65.400002
ELAPSED: 65.430000
ELAPSED: 65.520004
ELAPSED: 65.580002
ELAPSED: 65.669998
ELAPSED: 65.669998
ELAPSED: 65.790001
ELAPSED: 65.790001
ELAPSED: 65.910004
ELAPSED: 65.910004
ELAPSED: 66.029999
ELAPSED: 66.059998
ELAPSED: 66.149994
ELAPSED: 66.180000
ELAPSED: 66.270004
ELAPSED: 66.300003
ELAPSED: 66.419998
ELAPSED: 66.419998
ELAPSED: 66.540001
ELAPSED: 66.540001
ELAPSED: 66.659996
ELAPSED: 66.690002
ELAPSED: 66.779999
ELAPSED: 66.779999
ELAPSED: 66.900002
ELAPSED: 66.930000
ELAPSED: 67.019997
ELAPSED: 67.049995
ELAPSED: 67.170006
ELAPSED: 67.170006
ELAPSED: 67.290001
ELAPSED: 67.290001
ELAPSED: 67.409996
ELAPSED: 67.409996
ELAPSED: 67.529999
ELAPSED: 67.560005
ELAPSED: 67.650002
ELAPSED: 67.680000
ELAPSED: 67.770004
ELAPSED: 67.800003
ELAPSED: 67.919998
ELAPSED: 67.919998
ELAPSED: 68.039993
ELAPSED: 68.039993
ELAPSED: 68.160004
ELAPSED: 68.160004
ELAPSED: 68.279999
ELAPSED: 68.279999
ELAPSED: 68.400002
ELAPSED: 68.430000
ELAPSED: 68.519997
ELAPSED: 68.550003
ELAPSED: 68.669998
ELAPSED: 68.669998
ELAPSED: 68.790001
ELAPSED: 68.790001
ELAPSED: 68.909996
ELAPSED: 68.909996
ELAPSED: 69.030006
ELAPSED: 69.030006
ELAPSED: 69.150002
ELAPSED: 69.180000
ELAPSED: 69.270004
ELAPSED: 69.299995
ELAPSED: 69.419998
ELAPSED: 69.419998
ELAPSED: 69.540001
ELAPSED: 69.540001
ELAPSED: 69.660004
ELAPSED: 69.660004
ELAPSED: 69.779999
ELAPSED: 69.779999
ELAPSED: 69.930000
ELAPSED: 69.930000
ELAPSED: 70.050003
ELAPSED: 70.050003
ELAPSED: 70.169998
ELAPSED: 70.169998
ELAPSED: 70.290001
ELAPSED: 70.290001
ELAPSED: 70.409996
ELAPSED: 70.409996
ELAPSED: 70.529999
ELAPSED: 70.559998
ELAPSED: 70.650002
ELAPSED: 70.680000
ELAPSED: 70.799995
ELAPSED: 70.799995
ELAPSED: 70.920006
ELAPSED: 70.920006
ELAPSED: 71.040001
ELAPSED: 71.040001
ELAPSED: 71.159996
ELAPSED: 71.159996
